date,HDFCBANK-KOTAKBANK,HDFCBANK-INDUSINDBK,ICICIBANK-KOTAKBANK,AXISBANK-KOTAKBANK,SBIN-KOTAKBANK,KOTAKBANK-INDUSINDBK,BANKBARODA-PNB,FEDERALBNK-BANDHANBNK,BANDHANBNK-AUBANK,BAJAJFINSV-CHOLAFIN,ONGC-COALINDIA,ONGC-GAIL,BALKRISIND-EXIDEIND,SUNPHARMA-LUPIN,CIPLA-AUROPHARMA,TORNTPHARM-GRANULES,ALKEM-GRANULES,GLENMARK-GRANULES,ULTRACEMCO-SHREECEM,TATASTEEL-SAIL,ITC-MARICO,HAVELLS-CROMPTON,ABB-CUMMINSIND,PIDILITIND-DEEPAKNTR,PIDILITIND-SRF,DEEPAKNTR-SRF
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26,-0.05,0.0,-0.05,-0.05,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,32.13221355516907,0.0,146.06250557612657,59.264037840061064,22.392833672896813,6.464634386938997,0.0,0.0,0.0,-0.05,0.0,-0.05,0.0,0.0,0.0,0.0,80.95058808339218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28,-79.44089058819782,0.0,-1007.495768972105,-450.32430166284394,-221.1679616188776,-41.63322248733812,-0.05,0.0,0.0,-7.0256332201390705,0.0,5.676913287973264,0.0,0.0,0.0,0.0,-41.9833716781186,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,-9.409885835142632,0.0,549.3718691325703,247.44431145582348,114.43301880503168,22.33382601658377,0.8736825829359844,0.0,-0.05,27.869040091975194,0.0,-3.5732479383362943,-0.05,0.0,0.0,0.0,56.259294299929024,22.462587514593224,511.2822804888965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-02,19.25859437956524,0.0,-74.61616084862908,-29.008259592217655,-16.076296888761135,-2.1084078779808806,-1.6552096408109662,0.0,-0.8429515033152768,16.41705982156282,0.0,4.875649085978438,32.46709733489615,0.0,0.0,0.0,-58.504745163863845,-1.9212121580476378,-366.20679805396503,0.0,-0.05,0.0,0.0,0.0,0.0,0.0
2025-04-03,33.30610755257976,0.0,453.94991519299947,199.42282958261785,93.31090481825049,18.674749774470456,-3.5906787935548863,0.0,2.1298391432588346,-5.545778532404256,0.0,-6.5838808754817535,-103.48138706658278,0.0,0.0,0.0,57.79858730869637,4.086013467484463,-486.71677127109433,0.0,-2.5420847768617705,0.0,0.0,0.0,0.0,0.0
2025-04-04,27.38607449119536,0.0,81.44014549516578,40.01542021661953,30.650334884356198,3.0200894535769294,0.7940321360365914,0.0,1.0419754181234284,14.457707361159919,0.0,-9.838720485320152,-71.76083946878207,0.0,0.0,-0.05,-195.89336909579742,-79.89486986242878,186.5363388873957,0.0,-10.145051001316688,0.0,0.0,0.0,0.0,0.0
2025-04-07,130.07732255466453,0.0,2112.394081904007,966.5947396047413,477.3186619216722,85.68661091485296,2.7177147189725446,0.0,4.640554710066368,14.946762302014918,0.0,3.289384047835597,0.0,0.0,0.0,-53.101503572157526,-107.50764508410658,-15.513635258573913,523.6004438226264,0.0,6.008673860166596,0.0,0.0,-0.05,0.0,0.0
2025-04-08,-12.146688707590329,0.0,-252.13984646523022,-135.57160624400058,-73.5403799559299,-9.813427328447005,-3.5404492953445157,0.0,-3.647575684950823,-0.34287600558877784,0.0,2.71485659481948,-0.05000000000001137,0.0,0.0,8.383524139411293,-50.65772607754798,21.57610689742205,-494.00764072448146,0.0,-1.2644577564257702,0.0,0.0,-88.73268038891888,0.0,0.0
2025-04-09,-6.366268209531427,0.0,-16.98678925256536,7.384987562923925,23.723173403086548,-0.8700129669771286,3.904131878280481,0.0,5.811645156519984,-23.61983188499346,0.0,1.3389156815918284,-64.85803186557314,0.0,0.0,69.9597784152702,-114.9100379143988,28.073194201401293,255.68864694016156,0.0,-4.960805187045594,0.0,0.0,-35.601974242585584,0.0,0.0
2025-04-11,-74.48312067405823,0.0,-1330.988159397144,-598.8920441859045,-301.49108025872556,-54.43646959336661,-1.4496407458231602,0.0,0.0,-22.49940390205984,0.0,3.1391345520287643,61.02022626795292,0.0,0.0,98.70150357215743,118.00764508410657,63.11363525857382,483.19600673240717,0.0,-4.2971060676484285,0.0,0.0,89.81093747114232,0.0,0.0
2025-04-15,39.670452009452674,0.0,-193.82449789937527,-113.01761815225836,-46.80485267069707,-5.75908789382629,-1.4774251933170603,0.0,0.0,27.17338301025029,0.0,-4.858247102188329,132.65525906946687,0.0,0.0,-27.39441307645211,77.3349399005001,48.81188739784784,-1087.5451968166744,0.0,-3.5882796863872954,0.0,0.0,-12.717959366009381,0.0,0.0
2025-04-16,11.828400661226624,-0.05,-0.3628046060548513,-44.657851812684385,-4.852788601321663,1.4017723444376315,-3.9076149767286665,0.0,0.0,17.50523971229495,0.0,0.45940604970479626,-8.168871334354662,0.0,0.0,-4.264004221688538,-33.8658037139694,11.197669113842267,363.18920464720577,0.0,-0.6630127744718948,-0.05,0.0,-21.71367892381454,0.0,0.0
2025-04-17,-100.86946998706117,-31.71689260842186,-1541.8870480844344,-696.4439587127999,-351.69035572677603,-61.83661091485283,-0.02335334248169829,0.0,0.0,-53.96663767480322,0.0,-0.27400645953321145,22.633838532840173,-0.05,0.0,-20.745164862531055,43.906117358445954,29.93006976856053,-18.050557707036205,0.0,4.705478854070009,-34.61756456702892,0.0,-10.26826716391406,0.0,0.0
2025-04-21,-97.27838723051991,-28.626504995921547,-1325.1819601648094,-622.3516861546814,-313.074878358946,-54.01884415178529,-3.773054115750001,-0.05,0.0,-32.29125265024277,0.0,-4.739131207436657,-11.32435399765609,47.9475135686821,0.0,88.53037194194529,55.14580242280954,23.913169324455964,-22.74224539109855,0.0,8.277699312539426,9.916188455713609,0.0,60.054935606464824,0.0,0.0
2025-04-22,-13.116446947168697,-17.9155369578898,-515.5408729709525,-226.2925212997252,-118.802009306135,-22.116945425735594,-1.1443613764908491,0.7181668741662861,0.0,-23.266097795850328,0.0,2.2752520042509445,14.3952577324078,22.902998598216755,0.0,-9.537858086160668,-39.19584291953015,0.0,401.79931618861156,0.0,1.9392710735015726,52.40745156914727,0.0,-9.910266897531756,0.0,0.0
2025-04-23,40.73234425071951,31.109189603598224,840.4642595576224,388.81205397888334,194.10613744488182,35.313709971420394,-0.2219560405731471,0.14350820768822814,0.0,-17.909374204300093,0.0,3.5779602918272815,46.58138706658269,-10.085681142658132,0.0,-41.48184119940788,-144.732628063648,0.0,648.3343646778521,0.0,-4.6825720506754465,11.133272804069065,0.0,-37.66664028769287,0.0,0.0
2025-04-24,-18.56920859596039,1.2947382852880764,-71.68354012144118,-38.847926435159025,-18.36374818281365,-3.352425768696321,-1.3928343186158543,-2.302825540644335,0.0,-10.4778309295275,0.0,-3.34521636199284,-5.906257866113947,-9.041892838673675,0.0,-97.19115273865373,-78.94086123114994,0.0,-442.76829775300575,0.0,0.0999999999999659,13.709126311343425,0.0,-1.3913599786894792,0.0,0.0
2025-04-25,51.401648930850115,-6.809167778891151,525.6524591528068,273.3189658616793,137.39364350216601,22.314813951724773,1.4048106718353495,8.954857806500002,-0.05000000000000071,45.38965103879491,0.0,6.515756012752803,-1.1590654693227407,-29.175814216494928,0.0,3.2794777008389246,48.71843306877963,0.0,282.5725800153232,0.0,-2.632495790128246,-42.89479418561882,0.0,-2.4405619499207205,0.0,0.0
2025-04-28,-33.45311912406487,-21.393208037100067,-601.1508345872426,-285.11042286071824,-149.26210429511593,-23.49971735702684,-2.195688949878061,-3.8910682667043943,-3.717607480811637,-27.329941663325144,0.0,0.2643152717634507,24.259484535184313,-12.149851166341705,0.0,-48.854513314595806,19.7944302282267,0.0,77.87437924078404,0.0,-3.25547885407002,-8.61157990309357,0.0,-12.118212186112032,0.0,0.0
2025-04-29,16.24723835120767,18.914983225746255,422.2573328495055,193.14459486456326,100.38826112332208,17.477278621353435,0.683942094868911,-7.260695347427259,0.5152064135021703,-29.41723377274343,0.0,-4.710054299535216,0.0,19.42190071858454,0.0,-7.297277765739636,-49.98180345573837,0.0,154.4975169631507,0.0,-0.044521145929991235,10.76810330724652,0.0,36.2407202237614,0.0,0.0
2025-04-30,21.86093708029057,-16.335760073640813,41.0107738990846,22.87217306147795,35.05086459250742,1.5818741073599085,-0.07088797911890765,10.914968414244868,2.266076685553429,119.76967967771061,0.0,-0.7383217312966224,0.0,-10.551330765672901,0.0,-26.292693223630067,-74.1019602779752,0.0,450.2843646778449,0.0,1.1671991676827815,14.761041162876154,0.0,-55.54757509501019,0.0,0.0
2025-05-02,68.2524733962764,-4.759867428864254,801.7286887292285,360.9784487925208,164.59046525325175,33.67645728402158,0.523223586515229,10.206725688184747,-4.850251970263173,0.0,0.0,-2.3392414788031033,0.0,-18.417720188353314,0.0,88.05551569603449,43.0106664945115,0.0,0.0,0.0,8.53203822684469,-38.9646630289576,0.0,72.03192192860979,0.0,0.0
2025-05-05,191.70218514376091,-14.18455034093813,2024.864710307945,918.2514924496056,463.26919162982557,83.85284973315557,-1.7929640745823008,-5.597029095759865,2.1421723447860472,0.0,0.0,-5.5495842609954025,0.0,4.593573804402467,0.0,16.259920870297265,45.23850889757705,0.0,0.0,0.0,-7.213771411500375,48.31167069698995,0.0,6.053387867164247,0.0,0.0
2025-05-06,0.0,13.796582193842823,0.0,0.0,0.0,0.0,22.022425648564006,13.408110042847635,-5.15481683423755,0.0,0.0,2.9913524714920925,0.0,-2.5075293285037787,0.0,-88.1629649274314,-90.5572530285117,0.0,0.0,0.0,0.703500048285548,-32.155835348494975,0.0,-38.27341602202182,0.0,0.0
2025-05-07,0.0,-10.49662584325688,0.0,0.0,0.0,0.0,0.0,0.0,-1.8507834325898216,0.0,0.0,-1.6234108369419573,0.0,47.44866923432687,0.0,28.512213141353186,48.378430486458456,0.0,0.0,0.0,-11.676178070038361,29.511969327870474,0.0,49.24389483928303,0.0,0.0
2025-05-08,0.0,26.028479852718192,0.0,0.0,0.0,0.0,0.0,0.0,-3.764958717299578,0.0,0.0,-0.08498385116695317,0.0,-15.924120117581197,0.0,14.135673955438506,5.833648699357127,0.0,0.0,0.0,7.574123003706518,4.552213482413663,0.0,-49.39309681051395,0.0,0.0
2025-05-09,0.0,26.371986580596968,0.0,0.0,0.0,0.0,0.0,0.0,0.4407516367289759,0.0,0.0,5.150487023520839,0.0,30.499045700752234,0.0,59.85025059535974,11.226274180684868,0.0,0.0,0.0,-7.803728829927252,-25.264572235061223,0.0,7.408560884390454,0.0,0.0
2025-05-12,0.0,-57.94401681060799,0.0,0.0,0.0,0.0,0.0,0.0,2.420999332931558,0.0,0.0,1.617276399738671,0.0,0.0,0.0,10.183845962283613,74.54282150912422,0.0,0.0,0.0,3.4394998551433673,21.30254438564657,0.0,-52.2952776451782,0.0,0.0
2025-05-13,0.0,44.19802514320372,0.0,0.0,0.0,0.0,0.0,0.0,0.20846920474178887,0.0,0.0,2.412290876275705,0.0,0.0,0.0,112.05286468928733,45.96674335623811,0.0,0.0,0.0,-1.4275507598889021,-33.14248990930878,0.0,-43.4517609909433,0.0,0.0
2025-05-14,0.0,5.865726525133596,0.0,0.0,0.0,0.0,0.0,0.0,6.342758850713238,0.0,0.0,1.254405213556737,0.0,0.0,0.0,0.0,106.69937141988703,0.0,0.0,0.0,3.293911061551853,1.474386602062168,0.0,14.336534327828076,0.0,0.0
2025-05-15,0.0,-17.092275170469293,0.0,0.0,0.0,0.0,0.0,0.0,2.930279492063505,0.0,0.0,1.9245664398663223,0.0,0.0,0.0,0.0,-37.50439360498876,0.0,0.0,0.0,3.725038130273674,-20.158976995902776,0.0,65.99232294086369,0.0,0.0
2025-05-16,0.0,-4.333318783528739,0.0,0.0,0.0,0.0,0.0,0.0,2.1966864392203433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.63101934454808,0.0,0.0,0.0,2.178919481295452,140.30455003107585,0.0,76.63149542532437,0.0,0.0
2025-05-19,0.0,0.8357382489339216,0.0,0.0,0.0,0.0,0.0,0.0,-0.07390006670684102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.536072098960972,0.0,0.0,12.811333155745341,0.0,0.0
2025-05-20,0.0,16.76956711519142,0.0,0.0,0.0,0.0,0.0,0.0,-4.406824048221836,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,6.976178070038384,0.0,0.0,0.0,0.0,0.0
2025-05-21,0.0,3.4845066915245297,0.0,0.0,0.0,0.0,0.0,0.0,-0.06665891742008512,0.0,0.0,0.0,0.0,0.0,14.038409518584103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,0.0,-6.184506691524348,0.0,0.0,0.0,0.0,0.0,0.0,-1.0889688712075838,0.0,0.0,0.0,0.0,0.0,-1.6987341048111375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,0.0,-13.302397640698018,0.0,0.0,0.0,0.0,0.0,0.0,-1.9705865059272014,0.0,0.0,0.0,0.0,0.0,13.672004326629235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0
2025-05-26,0.0,-10.025105695975526,0.0,0.0,0.0,0.0,0.0,0.0,0.15323099537874896,0.0,0.0,0.0,0.0,0.0,9.042867193177475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7026969325170285,0.0,0.0,0.0
2025-05-27,0.0,4.659466469669951,0.0,0.0,0.0,0.0,0.0,0.0,2.6596929861362355,0.0,0.0,0.0,0.0,0.0,-5.7279956733706285,0.0,0.0,-0.05000000000001137,0.0,0.0,0.0,0.0,67.4546884891206,0.0,0.0,0.0
